﻿Venue Name,Venue address,Venue type,Latitude,Longitude,Suburb,suburb_list,geolocation
Murarrie Recreational Ground,"Murarrie Recreational Ground, Wynnum Road, Murarrie",Park,-27.4697,153.1036,Murarrie,"M, Murarrie","-27.4697, 153.1036"
"Murarrie Road Park (no. 315-327), Tingalpa","Murarrie Road Park (no. 315-327), 315 Murarrie Road, Tingalpa",Park,-27.4706,153.1137,Tingalpa,"T, Tingalpa","-27.4706, 153.1137"
"Murdoch Circuit Park, Acacia Ridge","Murdoch Circuit Park, 2 Murdoch Circuit, Acacia Ridge",Park,-27.5901,153.0371,Acacia Ridge,"A, Acacia Ridge","-27.5901, 153.0371"
"Muriel Avenue Park, Moorooka","Muriel Avenue Park, 70 Muriel Avenue, Moorooka",Park,-27.5442,153.0159,Moorooka,"M, Moorooka","-27.5442, 153.0159"
"Museum of Brisbane, Brisbane City","Museum of Brisbane, Brisbane City Hall, 64 Adelaide Street, Brisbane City",General Council venue,-27.4691,153.0241,Brisbane City,"B, Brisbane City","-27.4691, 153.0241"
"Musgrave Park Pool, South Brisbane","Musgrave Park Pool, 100 Edmondstone Street, South Brisbane",Swimming pool,-27.4801,153.0146,South Brisbane,"S, South Brisbane","-27.4801, 153.0146"
"Musgrave Park, South Brisbane","Musgrave Park, 91 Cordelia Street, South Brisbane",Park,-27.4781,153.0173,South Brisbane,"S, South Brisbane","-27.4781, 153.0173"
"Myrtletown Reserve, Pinkenba","Myrtletown Reserve, 65 Sandmere Road, Pinkenba",Park,-27.3909,153.1421,Pinkenba,"P, Pinkenba","-27.3909, 153.1421"
"Nankoor Street Park (no. 9) , Chapel Hill","Nankoor Street Park  (no. 9), 55 Marmindie Street, Chapel Hill",Park,-27.4926,152.95,Chapel Hill,"C, Chapel Hill","-27.4926, 152.95"
"Narrung Street Park, Middle Park","Narrung Street Park, 6 Tyabb Close, Middle Park",Park,-27.5583,152.9254,Middle Park,"M, Middle Park","-27.5583, 152.9254"
"Nathan Road Park, Runcorn","Nathan Road Park, 346 Daw Road, Runcorn",Park,-27.5862,153.069,Runcorn,"R, Runcorn","-27.5862, 153.069"
Naval Stores,"Naval Stores, Riverlife Adventure Centre, Lower River Terrace, Kangaroo Point",Park,-27.4744,153.0348,Kangaroo Point,"K, Kangaroo Point","-27.4744, 153.0348"
"Neal Macrossan Playground Park, Paddington","Neal Macrossan Playground Park, 14 Caroline Street, Paddington",Park,-27.4622,153.0102,Paddington,"P, Paddington","-27.4622, 153.0102"
"Neata Street Park, Corinda","Neata Street Park, 414 Cliveden Avenue, Corinda",Park,-27.5499,152.9913,Corinda,"C, Corinda","-27.5499, 152.9913"
"Nelson Place Park, Newmarket","Nelson Place Park, 16 Nelson Place, Newmarket",Park,-27.4313,153.0023,Newmarket,"N, Newmarket","-27.4313, 153.0023"
New Farm Library,"New Farm Library, 135 Sydney Street, New Farm",Library,-27.4669,153.0497,New Farm,"N, New Farm","-27.4669, 153.0497"
New Farm Park Tennis Courts,"New Farm Park Tennis Courts, Brunswick Street, New Farm",Park,-27.4692,153.0512,New Farm,"N, New Farm","-27.4692, 153.0512"
"New Farm Park, New Farm","New Farm Park, 137 Sydney Street, New Farm",Park,-27.4682,153.0518,New Farm,"N, New Farm","-27.4682, 153.0518"
"New Inala Hall, Inala","New Inala Hall, corner of Corsair Avenue and Wirraway Parade, Inala",Community Hall,-27.6011,152.972,Inala,"I, Inala","-27.6011, 152.972"
"New Ivo Street Park, Nundah","New Ivo Street Park, 28 New Ivo Street, Nundah",Park,-27.3984599,153.0652133,Nundah,"N, Nundah","-27.3984599, 153.0652133"
"Newbury Place Park, Carindale","Newbury Place Park, 61A Cribb Road, Carindale",Park,-27.5239,153.1204,Carindale,"C, Carindale","-27.5239, 153.1204"
"Newcomb Park, Riverhills","Newcomb Park, 529 Sumners Road, Riverhills",Park,-27.562761,152.899761,Riverhills,"R, Riverhills","-27.562761, 152.899761"
"Newmarket Olympic Swimming Pool, Newmarket","Newmarket Olympic Swimming Pool, 71 Alderson Street, Newmarket",Swimming pool,-27.4298,153.0043,Newmarket,"N, Newmarket","-27.4298, 153.0043"
Newstead House,"Newstead House, Newstead",General Council venue,-27.4417,153.0449,Newstead,"N, Newstead","-27.4417, 153.0449"
"Newstead Park, Newstead","Newstead Park, 199 Breakfast Creek Road, Newstead",Park,-27.4425,153.0459,Newstead,"N, Newstead","-27.4425, 153.0459"
"Newstead Terrace Park, Newstead","Newstead Terrace Park, 41 Newstead Terrace, Newstead",Park,-27.4477,153.0468,Newstead,"N, Newstead","-27.4477, 153.0468"
"Newton Place Park, Wacol","Newton Place Park, 26 Newton Place, Wacol",Park,-27.5938,152.9186,Wacol,"W, Wacol","-27.5938, 152.9186"
"Nicholas Park, The Gap","Nicholas Park, 1 Anembo Street, The Gap",Park,-27.4481,152.9486,The Gap,"T, The Gap","-27.4481, 152.9486"
"Nicholson Place Park, Northgate","Nicholson Place Park, 100 Gympie Street, Northgate",Park,-27.3878,153.0661,Northgate,"N, Northgate","-27.3878, 153.0661"
"Nilkerie Street Park, Carseldine","Nilkerie Street Park, 21 Nilkerie Street, Carseldine",Park,-27.346,153.0256,Carseldine,"C, Carseldine","-27.346, 153.0256"
"Nixon Park, Oxley","Nixon Park, 929 Oxley Road, Oxley",Park,-27.5523,152.9783,Oxley,"O, Oxley","-27.5523, 152.9783"
"Norm Rose Park, Fairfield","Norm Rose Park, 40 Victoria Street, Fairfield",Park,-27.5071,153.0262,Fairfield,"F, Fairfield","-27.5071, 153.0262"
"Norma Croker Park, Acacia Ridge","Norma Croker Park, 34 Lismore Street, Acacia Ridge",Park,-27.5868,153.014,Acacia Ridge,"A, Acacia Ridge","-27.5868, 153.014"
"Norman Buchan Park, Bardon","Norman Buchan Park, 53 Rainworth Road, Bardon",Park,-27.4658,152.9888,Bardon,"B, Bardon","-27.4658, 152.9888"
Northey Street City Farm,"Northey Street City Farm, 16 Victoria Street, Windsor",Community Garden,-27.4429,153.0291,Windsor,"W, Windsor","-27.4429, 153.0291"
"Northey Street Park, Windsor","Northey Street Park, 24 Edgar Street, Windsor",Park,-27.4436,153.0263,Windsor,"W, Windsor","-27.4436, 153.0263"
"Northgate Hall, Northgate","Northgate Hall, 34 Ridge Street, Northgate",Community Hall,-27.3882,153.0617,Northgate,"N, Northgate","-27.3882, 153.0617"
"Northgate Reserve, Northgate","Northgate Reserve, 672 Nudgee Road, Northgate",Park,-27.3968,153.0701,Northgate,"N, Northgate","-27.3968, 153.0701"
"Northmarque Street Park, Carseldine","Northmarque Street Park, 23A Northmarque Street, Carseldine",Park,-27.342165,153.017227,Carseldine,"C, Carseldine","-27.342165, 153.017227"
"Northshore Riverside Park, Hamilton","Northshore Riverside Park, 305 Macarthur Avenue, Hamilton",Park,-27.4449,153.0853,Hamilton,"H, Hamilton","-27.4449, 153.0853"
"Northshore Tennis Centre, Hamilton","Northshore Tennis Centre, 257A MacArthur Avenue, Hamilton",Non-Council venue,-27.4447436,153.079729,Hamilton,"H, Hamilton","-27.4447436, 153.079729"
"Northumbria Road Park, Boondall","Northumbria Road Park, 79 College Way, Boondall",Park,-27.3575,153.0744,Boondall,"B, Boondall","-27.3575, 153.0744"
"Norup Park, Eight Mile Plains","Norup Park, 15 Teagarden Street, Eight Mile Plains",Park,-27.5871,153.0882,Eight Mile Plains,"E, Eight Mile Plains","-27.5871, 153.0882"
"Nosworthy Park, Corinda","Nosworthy Park, 2 Hall Avenue, Corinda",Park,-27.5399,152.988,Corinda,"C, Corinda","-27.5399, 152.988"
"Nudgee Beach Reserve, Nudgee Beach","Nudgee Beach Reserve, 18 Fortitude Street, Nudgee Beach",Park,-27.3437,153.0969,Nudgee Beach,"N, Nudgee Beach","-27.3437, 153.0969"
"Nudgee Creek Canoe Ramp, Nudgee Beach","Nudgee Creek Canoe Ramp, O'Quinn Street, Nudgee Beach",General Council venue,-27.34471,153.097861,Nudgee Beach,"N, Nudgee Beach","-27.34471, 153.097861"
"Nudgee Recreation Reserve, Nudgee","Nudgee Recreation Reserve, 290 Elliott Road, Nudgee",Park,-27.3642,153.0821,Nudgee,"N, Nudgee","-27.3642, 153.0821"
"Nudgee Resource Recovery Centre, Nudgee","Nudgee Resource Recovery Centre, 1372 Nudgee Road, Nudgee",General Council venue,-27.3613,153.1008,Nudgee,"N, Nudgee","-27.3613, 153.1008"
"Nudgee Waterhole Reserve, Nudgee","Nudgee Waterhole Reserve, 1186 Nudgee Road, Nudgee",Park,-27.3741,153.0936,Nudgee,"N, Nudgee","-27.3741, 153.0936"
"Nundah Cemetery, Nundah","Nundah Cemetery, 86 Hedley Avenue, Nundah",General Council venue,-27.4078,153.0669,Nundah,"N, Nundah","-27.4078, 153.0669"
Nundah Library,"Nundah Library, 1 Bage Street (via Primrose Lane), Nundah",Library,-27.4012,153.0584,Nundah,"N, Nundah","-27.4012, 153.0584"
"Nundah Memorial Park, Nundah","Nundah Memorial Park, 123 Buckland Road, Nundah",Park,-27.4029,153.0591,Nundah,"N, Nundah","-27.4029, 153.0591"
Nundah Neighbourhood Centre,"Nundah Neighbourhood Centre, 14 Station Street, Nundah","Community Garden,Non-Council venue",-27.4015,153.0605,Nundah,"N, Nundah","-27.4015, 153.0605"
"Nyundare-Ba Park, Oxley","Nyundare-Ba Park, 30 Gleneagles Crescent, Oxley",Park,-27.5756,152.9863,Oxley,"O, Oxley","-27.5756, 152.9863"
"O'Callaghan Park, Zillmere","O'Callaghan Park, 300 Zillmere Road, Zillmere",Park,-27.3627,153.0434,Zillmere,"Z, Zillmere","-27.3627, 153.0434"
"O'Reilly Street Park, Wakerley","O'Reilly Street Park, 10 O'Reilly Street, Wakerley",Park,-27.4777,153.1542,Wakerley,"W, Wakerley","-27.4777, 153.1542"
"Oakleigh Park, Ashgrove","Oakleigh Park, 67 Victoria Street, Ashgrove",Park,-27.434,152.9858,Ashgrove,"A, Ashgrove","-27.434, 152.9858"
"Oakman Park, Taringa","Oakman Park, 77 Moggill Road, Taringa",Park,-27.4891,152.9855,Taringa,"T, Taringa","-27.4891, 152.9855"
"Oakmont Avenue Park, Oxley","Oakmont Avenue Park, 10 Merion Close, Oxley",Park,-27.5728,152.9853,Oxley,"O, Oxley","-27.5728, 152.9853"
"Oberon Esplanade Park, Hemmant","Oberon Esplanade Park, 53 Oberon Esplanade, Hemmant",Park,-27.461466,153.127383,Hemmant,"H, Hemmant","-27.461466, 153.127383"
"Observatory Park, Spring Hill","Observatory Park, 230 Wickham Terrace, Spring Hill",Park,-27.466,153.0231,Spring Hill,"S, Spring Hill","-27.466, 153.0231"
"Old Cleveland Road Park (no.52), Carindale","Old Cleveland Road Park (no.52), 1349 Creek Road, Carindale",Park,-27.4991,153.1056,Carindale,"C, Carindale","-27.4991, 153.1056"
"Old Friary, Kenmore Hills","Old Friary, 139 Brookfield Road, Kenmore Hills",Non-Council venue,-27.5004121,152.9286544,Kenmore Hills,"K, Kenmore Hills","-27.5004121, 152.9286544"
"Old Inala Hall, Inala","Old Inala Hall, Corner of Abelia and Rosemary Streets, Inala",Community Hall,-27.59,152.9765,Inala,"I, Inala","-27.59, 152.9765"
Old Shoreline Park,"Old Shoreline Park, 351 Macarthur Avenue, Hamilton",Park,-27.44088,153.084392,Hamilton,"H, Hamilton","-27.44088, 153.084392"
"Olivia Drive Park, Carina Heights","Olivia Drive Park, 326 Pine Mountain Road, Carina Heights",Park,-27.516,153.0957,Carina Heights,"C, Carina Heights","-27.516, 153.0957"
Olroy Street Park (road reserve),"Olroy Street Park, 5 Olroy Street, Holland Park",Park,-27.5209,153.0698,Holland Park,"H, Holland Park","-27.5209, 153.0698"
"Oriel Park, Ascot","Oriel Park, 14 Alexandra Road, Ascot",Park,-27.4293,153.0577,Ascot,"A, Ascot","-27.4293, 153.0577"
"Orient Road Park, Yeronga","Orient Road Park, 193 Hyde Road, Yeronga",Park,-27.5081,153.0102,Yeronga,"Y, Yeronga","-27.5081, 153.0102"
"Orleigh Park, West End","Orleigh Park, 68 Hill End Terrace, West End",Park,-27.4894,152.998,West End,"W, West End","-27.4894, 152.998"
"Orsova Road Park, Yeronga","Orsova Road Park, 26 Orsova Road, Yeronga",Park,-27.509,153.0059,Yeronga,"Y, Yeronga","-27.509, 153.0059"
"Orsova Road Pocket Park (road reserve), Yeronga","Orsova Road Pocket Park, 391 Brisbane Corso, Yeronga",Park,-27.5062,153.0053,Yeronga,"Y, Yeronga","-27.5062, 153.0053"
"Ospya Park, Ellen Grove","Ospya Park, 53 Stephen Street, Ellen Grove",Park,-27.6109,152.9375,Ellen Grove,"E, Ellen Grove","-27.6109, 152.9375"
"Our Place Hall, Inala","Our Place Hall, Corner Japonica and Robinia Streets, Inala",Community Hall,-27.584453,152.9712918,Inala,"I, Inala","-27.584453, 152.9712918"
"Outlook Park, Dutton Park","Outlook Park, 76B Railway Terrace, Dutton Park",Park,-27.494938,153.031033,Dutton Park,"D, Dutton Park","-27.494938, 153.031033"
"Oxenham Park, Nundah","Oxenham Park, 134 Melton Road, Nundah",Park,-27.4013,153.0637,Nundah,"N, Nundah","-27.4013, 153.0637"
"Oxford Grove Park, Keperra","Oxford Grove Park, 247 Dawson Parade, Keperra",Park,-27.3988,152.9627,Keperra,"K, Keperra","-27.3988, 152.9627"
"Oxford Parade Park ( no. 83), Forest Lake","Oxford Parade Park, 83 Oxford Parade, Forest Lake",Park,-27.6249,152.9733,Forest Lake,"F, Forest Lake","-27.6249, 152.9733"
"Oxley Place Park, Oxley","Oxley Place Park, 1218 Oxley Road, Oxley",Park,-27.5648,152.9798,Oxley,"O, Oxley","-27.5648, 152.9798"
"Pacific Parade Park, Forest Lake","Pacific Parade Park, 36 Carolina Parade, Forest Lake",Park,-27.6222,152.9786,Forest Lake,"F, Forest Lake","-27.6222, 152.9786"
Packer Place Park,"Packer Place Park, 25 The Boulevard, Chermside",Park,-27.3815124,153.0251063,Chermside,"C, Chermside","-27.3815124, 153.0251063"
"Pallara District Sports Park, Pallara","Pallara District Sports Park, 33-45 Van Dieren Road, Pallara",Park,-27.622741,152.996944,Pallara,"P, Pallara","-27.622741, 152.996944"
"Pallara Park, Pallara","Pallara Park, 131 Gooderham Road, Pallara",Park,-27.6232,152.9975,Pallara,"P, Pallara","-27.6232, 152.9975"
"Palm Street Park, Kenmore","Palm Street Park, 60 Palm Street, Kenmore",Park,-27.5151,152.9332,Kenmore,"K, Kenmore","-27.5151, 152.9332"
"Palmwoods Crescent Park, Runcorn","Palmwoods Crescent Park, 21 Palmwoods Crescent, Runcorn",Park,-27.5965,153.0848,Runcorn,"R, Runcorn","-27.5965, 153.0848"
"Pamaroo Crescent Park, Jindalee","Pamaroo Crescent Park, 35 Chipala Street, Jindalee",Park,-27.535,152.9322,Jindalee,"J, Jindalee","-27.535, 152.9322"
"Pangela Street Park, The Gap","Pangela Street Park, 41 Chaprowe Road, The Gap",Park,-27.441,152.9454,The Gap,"T, The Gap","-27.441, 152.9454"
"Panorama Place Park, Mount Gravatt East","Panorama Place Park, 373 Nursery Road, Mount Gravatt East",Park,-27.528,153.0794,Mt Gravatt East,"M, Mt Gravatt East","-27.528, 153.0794"
Paradise Street Community Garden,"Paradise Street Community Garden, 29 Paradise Street, Highgate Hill","Community Garden,Non-Council venue",-27.4886,153.0128,Highgate Hill,"H, Highgate Hill","-27.4886, 153.0128"
"Paragon Street Park, Yeronga","Paragon Street Park, 53A Paragon Street, Yeronga",Park,-27.5219,153.0109,Yeronga,"Y, Yeronga","-27.5219, 153.0109"
"Pardalote Park, Algester","Pardalote Park, 24 Woodland Street, Algester",Park,-27.6071,153.0408,Algester,"A, Algester","-27.6071, 153.0408"
"Park Avenue Park, Ashgrove","Park Avenue Park, 15 Park Avenue, Ashgrove",Park,-27.4418,153.0018,Ashgrove,"A, Ashgrove","-27.4418, 153.0018"
Parkinson Aquatic Centre Park,"Parkinson Aquatic Centre Park, 751 Algester Road, Parkinson",Park,-27.6399286,153.0362092,Parkinson,"P, Parkinson","-27.6399286, 153.0362092"
"Parkinson Aquatic Centre, Parkinson","Parkinson Aquatic Centre, 751 Algester Road, Parkinson",Swimming pool,-27.6391,153.0386,Parkinson,"P, Parkinson","-27.6391, 153.0386"
"Parkinson Bushlands, Parkinson","Parkinson Bushlands, 183 Johnson Road, Parkinson",Park,-27.6503,153.0273,Parkinson,"P, Parkinson","-27.6503, 153.0273"
"Parkinson Environmental Corridor, Parkinson","Parkinson Environmental Corridor, 100 Greenways Esplanade, Parkinson",Park,-27.6372,153.0209,Parkinson,"P, Parkinson","-27.6372, 153.0209"
"Parkinson Recreational Reserve, Parkinson","Parkinson Recreational Reserve, 26 Flinders Esplanade, Parkinson",Park,-27.6372,153.0209,Parkinson,"P, Parkinson","-27.6372, 153.0209"
"Parkland Street Park, Calamvale","Parkland Street Park, 25 Orania Crescent, Calamvale",Park,-27.6215,153.0545,Calamvale,"C, Calamvale","-27.6215, 153.0545"
"Parkside Circuit Park, Hamilton","Parkside Circuit Park, 44 Parkside Circuit, Hamilton",Park,-27.445399,153.089204,Hamilton,"H, Hamilton","-27.445399, 153.089204"
"Parkview Place Park, Bridgeman Downs","Parkview Place Park, 70 Darien Street, Bridgeman Downs",Park,-27.3599313,152.9863871,Bridgeman Downs,"B, Bridgeman Downs","-27.3599313, 152.9863871"
Parkwood Sports Field,"Parkwood Sports Field, Parkwood Drive, Heathwood",Park,-27.6372,152.9868,Heathwood,"H, Heathwood","-27.6372, 152.9868"
"Pask Family Park, Rochedale","Pask Family Park, 12 Ascent Street, Rochedale",Park,-27.574,153.1159,Rochedale,"R, Rochedale","-27.574, 153.1159"
"Pat Rafter Park, Carseldine","Pat Rafter Park, 3 Medallion Place, Carseldine",Park,-27.3416,153.0091,Carseldine,"C, Carseldine","-27.3416, 153.0091"
"Paten Park, The Gap","Paten Park, 45 Paten Road, The Gap",Park,-27.4521,152.9522,The Gap,"T, The Gap","-27.4521, 152.9522"
"Paterson Park, Sunnybank Hills","Paterson Park, 28 Lynelle Street, Sunnybank Hills",Park,-27.603,153.0524,Sunnybank Hills,"S, Sunnybank Hills","-27.603, 153.0524"
"Patonga Street Park, Banyo","Patonga Street Park, 25 Patonga Street, Banyo",Park,-27.3784,153.085,Banyo,"B, Banyo","-27.3784, 153.085"
"Patrea Street Park, Banyo","Patrea Street Park, 1004 Nudgee Road, Banyo",Park,-27.3841,153.0892,Banyo,"B, Banyo","-27.3841, 153.0892"
"Pattison Avenue Park, Norman Park","Pattison Avenue Park, 34 Pattison Avenue, Norman Park",Park,-27.4807,153.0667,Norman Park,"N, Norman Park","-27.4807, 153.0667"
"Paul Conti Park, Hemmant","Paul Conti Park, 124 Hemmant-Tingalpa Road, Hemmant",Park,-27.4508,153.1277,Hemmant,"H, Hemmant","-27.4508, 153.1277"
Peace Park,"Peace Park, Baskerville Street, Brighton",Park,-27.3103,153.0569,Brighton,"B, Brighton","-27.3103, 153.0569"
"Peachtree Place Park, Stretton","Peachtree Place Park, 48 Peachtree Place, Stretton",Park,-27.6299,153.0644,Stretton,"S, Stretton","-27.6299, 153.0644"
"Peden Court Park, Calamvale","Peden Court Park, 9 Peden Court, Calamvale",Park,-27.6184,153.0473,Calamvale,"C, Calamvale","-27.6184, 153.0473"
"Pegg's Park, Moorooka","Pegg's Park, 131 Vendale Avenue, Moorooka",Park,-27.5323,153.0309,Moorooka,"M, Moorooka","-27.5323, 153.0309"
"Penhaligon Park, Chapel Hill","Penhaligon Park, 34 Brymer Street, Chapel Hill",Park,-27.5012,152.9479,Chapel Hill,"C, Chapel Hill","-27.5012, 152.9479"
"Penson Street Park, Stretton","Penson Street Park, 12 Cleveland Place, Stretton",Park,-27.6189,153.0698,Stretton,"S, Stretton","-27.6189, 153.0698"
"Perkins Street Park (Lot 403), Calamvale","Perkins Street Park (Lot 403), 15 Perkins Street, Calamvale",Park,-27.621297,153.047015,Calamvale,"C, Calamvale","-27.621297, 153.047015"
"Perrin Park, Toowong","Perrin Park, 56 Josling Street, Toowong",Park,-27.4917,152.9921,Toowong,"T, Toowong","-27.4917, 152.9921"
"Perry Park, Bowen Hills","Perry Park, 34 Folkestone Street, Bowen Hills",Park,-27.4435,153.04,Bowen Hills,"B, Bowen Hills","-27.4435, 153.04"
"Perth Street Park, Camp Hill","Perth Street Park, 74 Perth Street, Camp Hill",Park,-27.4861,153.0756,Camp Hill,"C, Camp Hill","-27.4861, 153.0756"
"Peter Gaskell Park, Bracken Ridge","Peter Gaskell Park, 20 Elm Crescent, Bracken Ridge",Park,-27.3255,153.0458,Bracken Ridge,"B, Bracken Ridge","-27.3255, 153.0458"
Peter Lightfoot Oval,"Peter Lightfoot Oval, Horizon Drive, Middle Park",Park,-27.5519,152.9205,Middle Park,"M, Middle Park","-27.5519, 152.9205"
"Pfingst Road Park, Wavell Heights","Pfingst Road Park, 53 Pfingst Road, Wavell Heights",Park,-27.3984,153.0432,Wavell Heights,"W, Wavell Heights","-27.3984, 153.0432"
"Phil Denman Park, Jamboree Heights","Phil Denman Park, 56 Loffs Road, Jamboree Heights",Park,-27.5526,152.9304,Jamboree Heights,"J, Jamboree Heights","-27.5526, 152.9304"
"Philip Vaughan Park, Carseldine","Philip Vaughan Park, 55 Nemira Street, Carseldine",Park,-27.3592,153.0082,Carseldine,"C, Carseldine","-27.3592, 153.0082"
"Phillips Place Park, Wakerley","Phillips Place Park, 11 Phillips Place, Wakerley",Park,-27.485,153.1454,Wakerley,"W, Wakerley","-27.485, 153.1454"
"Picabeen Park, Mitchelton","Picabeen Park, 18A Hoben Street, Mitchelton",Park,-27.4135544,152.9728696,Mitchelton,"M, Mitchelton","-27.4135544, 152.9728696"
"Picot Street Park, Kelvin Grove","Picot Street Park, 72 Picot Street, Kelvin Grove",Park,-27.4426,153.0113,Kelvin Grove,"K, Kelvin Grove","-27.4426, 153.0113"
"Pimelea Reserve, Brighton","Pimelea Reserve, 57 Bradfield Street, Brighton",Park,-27.2979,153.0581,Brighton,"B, Brighton","-27.2979, 153.0581"
"Pindari Crescent Park, Wishart","Pindari Crescent Park, 25 Pindari Crescent, Wishart",Park,-27.5583,153.0981,Wishart,"W, Wishart","-27.5583, 153.0981"
"Pinelands Lions Hall, Runcorn","Pinelands Lions Hall, Nathan Road, Runcorn",Non-Council venue,-27.5912401,153.0679364,Runcorn,"R, Runcorn","-27.5912401, 153.0679364"
Pinkenba Memorial Place Park (road reserve),"Pinkenba Memorial Place Park, 13 McBride Road, Pinkenba",Park,-27.4236,153.1189,Pinkenba,"P, Pinkenba","-27.4236, 153.1189"
"Pinkenba Recreation Reserve, Pinkenba","Pinkenba Recreation Reserve, 339 Main Myrtletown Road, Pinkenba",Park,-27.4166,153.1262,Pinkenba,"P, Pinkenba","-27.4166, 153.1262"
"Pinnacle Place Park, Belmont","Pinnacle Place Park, 22 Pinnacle Place, Belmont",Park,-27.4842,153.1252,Belmont,"B, Belmont","-27.4842, 153.1252"
